ID                                    NAME                                 VERSION     STATE   FLAGS  OS       TYPE          PUBDATE
02aa62b6-d731-11e4-9c00-cf9ac536bc75  standard                             14.4.0      active  P      smartos  zone-dataset  2015-03-30
58c3c04e-d735-11e4-829c-eb363ea1f7c1  wordpress                            14.4.0      active  P      smartos  zone-dataset  2015-03-30
4354fd10-d7bf-11e4-95c2-6399b85a4638  steelapp-1000M                       14.4.0      active  P      smartos  zone-dataset  2015-03-31
0f637594-d7c0-11e4-af39-e7b1fb13b5f3  steelapp-1000H                       14.4.0      active  P      smartos  zone-dataset  2015-03-31
dab037aa-d7c0-11e4-9efa-570c8eddb974  steelapp-1000M-SAF                   14.4.0      active  P      smartos  zone-dataset  2015-03-31
a1795786-d7c1-11e4-9283-f705884df103  steelapp-2000L                       14.4.0      active  P      smartos  zone-dataset  2015-03-31
7803b9ae-d7c2-11e4-9db3-636a6257b542  steelapp-2000L-SAF                   14.4.0      active  P      smartos  zone-dataset  2015-03-31
4d6c68fc-d7c3-11e4-9f47-7ffb4fa2e55d  steelapp-4000L                       14.4.0      active  P      smartos  zone-dataset  2015-03-31
1efab96e-d7c4-11e4-b4ef-9b4888a8b946  steelapp-500L-10                     14.4.0      active  P      smartos  zone-dataset  2015-03-31
f63b3296-d7c4-11e4-8fa4-63b0c57875f4  steelapp-500M-200                    14.4.0      active  P      smartos  zone-dataset  2015-03-31
cf13801e-d7c5-11e4-b393-f7814b0b3461  steelapp-2000L-STX                   14.4.0      active  P      smartos  zone-dataset  2015-03-31
a6157f36-d7c6-11e4-847e-afd0ec601cd4  steelapp-2000L-SAF-STX               14.4.0      active  P      smartos  zone-dataset  2015-03-31
7d867d94-d7c7-11e4-ad2b-cb5baf9e96b9  steelapp-2000M-STX                   14.4.0      active  P      smartos  zone-dataset  2015-03-31
724cf02e-d7c8-11e4-950c-b7f9529d4c56  steelapp-2000M-SAF-STX               14.4.0      active  P      smartos  zone-dataset  2015-03-31
0a36e29e-d7cb-11e4-9b0d-031fb374929c  steelapp-developer                   14.4.0      active  P      smartos  zone-dataset  2015-03-31
07a8be8a-d7da-11e4-b071-c7430b8ced69  mysql-cluster                        14.4.0      active  P      smartos  zone-dataset  2015-03-31
c41bf236-dc75-11e4-88e5-038814c07c11  centos-7                             20150406    active  P      linux    zvol          2015-04-06
430da066-e3a7-11e4-9657-332a2dbdf565  ubuntu-14.04                         20150415    active  P      linux    lx-dataset    2015-04-15
7d13c646-e3a7-11e4-8603-f79ddc0a5474  debian-7                             20150415    active  P      linux    lx-dataset    2015-04-15
a79dc83a-e3a7-11e4-bfe5-d3bb86399352  centos-6                             20150415    active  P      linux    lx-dataset    2015-04-15
f0c864ae-e508-11e4-bc52-2347b6b36449  minimal-32-lts                       14.4.1      active  P      smartos  zone-dataset  2015-04-17
75d1b5d8-e509-11e4-a51f-2fd538c62d87  minimal-64-lts                       14.4.1      active  P      smartos  zone-dataset  2015-04-17
00b295b4-e50a-11e4-8731-33df8903252d  minimal-multiarch-lts                14.4.1      active  P      smartos  zone-dataset  2015-04-17
053c8daa-e50b-11e4-a46f-d7461f85a689  base-32-lts                          14.4.1      active  P      smartos  zone-dataset  2015-04-17
24648664-e50c-11e4-be23-0349d0a5f3cf  base-64-lts                          14.4.1      active  P      smartos  zone-dataset  2015-04-17
5eb06d96-e50d-11e4-8e01-d7ccbd084ebf  base-multiarch-lts                   14.4.1      active  P      smartos  zone-dataset  2015-04-17
2e210330-ea5c-11e4-ad81-9fb2746011e8  minimal-32                           15.1.0      active  P      smartos  zone-dataset  2015-04-24
b01dcb8e-ea5c-11e4-a7c8-cb7d4876960e  minimal-64                           15.1.0      active  P      smartos  zone-dataset  2015-04-24
38eb6e44-ea5d-11e4-88bf-fb4612ebd24e  minimal-multiarch                    15.1.0      active  P      smartos  zone-dataset  2015-04-24
2ef52d84-ea5e-11e4-a8fe-e788a695e1e9  base-32                              15.1.0      active  P      smartos  zone-dataset  2015-04-24
4166f6d6-ea5f-11e4-addd-8351b159d9b6  base-64                              15.1.0      active  P      smartos  zone-dataset  2015-04-24
6c5f50a8-ea60-11e4-bd9d-c3e0b2054011  base-multiarch                       15.1.0      active  P      smartos  zone-dataset  2015-04-24
ca291f66-048c-11e5-98b3-c3f2a972a4cc  debian-8                             20150527    active  P      linux    zvol          2015-05-27
954d7bc0-0559-11e5-845f-8b0d061598e9  minimal-32-lts                       14.4.2      active  P      smartos  zone-dataset  2015-05-28
1bd84670-055a-11e5-aaa2-0346bb21d5a1  minimal-64-lts                       14.4.2      active  P      smartos  zone-dataset  2015-05-28
a4330a50-055a-11e5-9c5b-47077622d027  minimal-multiarch-lts                14.4.2      active  P      smartos  zone-dataset  2015-05-28
9fa5f0d2-055b-11e5-9391-93516c27c295  base-32-lts                          14.4.2      active  P      smartos  zone-dataset  2015-05-28
b67492c2-055c-11e5-85d8-8b039ac981ec  base-64-lts                          14.4.2      active  P      smartos  zone-dataset  2015-05-28
e69a0918-055d-11e5-8912-e3ceb6df4cf8  base-multiarch-lts                   14.4.2      active  P      smartos  zone-dataset  2015-05-28
f8483d0a-055e-11e5-b0da-3f5185f1eeaf  minimal-32                           15.1.1      active  P      smartos  zone-dataset  2015-05-28
7b9c73d8-055f-11e5-9eaa-d3b22e961b6e  minimal-64                           15.1.1      active  P      smartos  zone-dataset  2015-05-28
04620322-0560-11e5-980b-a37d4854b95b  minimal-multiarch                    15.1.1      active  P      smartos  zone-dataset  2015-05-28
fbdfd7d2-0560-11e5-ab06-13badc708908  base-32                              15.1.1      active  P      smartos  zone-dataset  2015-05-28
0edf00aa-0562-11e5-b92f-879647d45790  base-64                              15.1.1      active  P      smartos  zone-dataset  2015-05-28
3c0e76fe-0563-11e5-a0d7-9fe1e24b554c  base-multiarch                       15.1.1      active  P      smartos  zone-dataset  2015-05-28
a781a350-07f4-11e5-9372-5f2886027fbc  debian-7                             20150601    active  P      linux    lx-dataset    2015-06-01
d5b3865c-0804-11e5-be21-dbc4ce844ddc  centos-6                             20150601    active  P      linux    lx-dataset    2015-06-01
a21a64a0-0809-11e5-a64f-ff80e8e8086f  ubuntu-14.04                         20150601    active  P      linux    lx-dataset    2015-06-01
6982aaea-0871-11e5-9ff4-1fa5a64c3ef5  mongodb                              15.1.1      active  P      smartos  zone-dataset  2015-06-01
f86e4068-0888-11e5-ab3d-6b8680190699  nodejs                               15.1.1      active  P      smartos  zone-dataset  2015-06-01
db47466e-0889-11e5-a4d0-77947c5b8b70  nginx                                15.1.1      active  P      smartos  zone-dataset  2015-06-01
6af52578-088b-11e5-bf8c-1b9bffb30b77  apache                               15.1.1      active  P      smartos  zone-dataset  2015-06-01
41856510-088e-11e5-aa02-4b4b4947e4b1  cassandra                            15.1.1      active  P      smartos  zone-dataset  2015-06-01
281f4c52-088f-11e5-b659-1381b29c2c9e  couchdb                              15.1.1      active  P      smartos  zone-dataset  2015-06-01
8b05ccbe-0890-11e5-8d30-57386d1d5482  elasticsearch                        15.1.1      active  P      smartos  zone-dataset  2015-06-01
51d14e4e-0892-11e5-a59a-831225a0d849  memcached                            15.1.1      active  P      smartos  zone-dataset  2015-06-01
c57cf1ae-0932-11e5-ba5c-1f51cbd3c12b  ghost                                15.1.1      active  P      smartos  zone-dataset  2015-06-02
5def51f0-0935-11e5-8f92-8f7758e4560d  java                                 15.1.1      active  P      smartos  zone-dataset  2015-06-02
18ce020a-09f9-11e5-bb6d-affb9518475b  percona                              15.1.1      active  P      smartos  zone-dataset  2015-06-03
9fcdaebe-0a16-11e5-bf17-a7b991b324d2  percona-cluster                      15.1.1      active  P      smartos  zone-dataset  2015-06-03
e312a72c-0a18-11e5-9a87-9ba4a03d4234  postgresql                           15.1.1      active  P      smartos  zone-dataset  2015-06-03
f8ef0ac0-0a1a-11e5-a999-3f7fce57a182  redis                                15.1.1      active  P      smartos  zone-dataset  2015-06-03
d083678a-0acd-11e5-aa7f-93defd835e75  rails                                15.1.1      active  P      smartos  zone-dataset  2015-06-04
d778a286-0de7-11e5-b792-d341e8fe14e6  standard                             15.1.1      active  P      smartos  zone-dataset  2015-06-08
e77113dc-0dea-11e5-aa4c-03e440ba78a6  neo4j                                15.1.1      active  P      smartos  zone-dataset  2015-06-08
68a1a254-0dec-11e5-a038-9f6a3d3415e4  magento                              15.1.1      active  P      smartos  zone-dataset  2015-06-08
70f1b13e-0f85-11e5-a009-4f90f9a0b7bd  wordpress                            15.1.1      active  P      smartos  zone-dataset  2015-06-10
a3b1c304-1050-11e5-9ac6-632e326bd0fa  mysql-cluster                        15.1.1      active  P      smartos  zone-dataset  2015-06-11
5a0145ee-15c4-11e5-9c49-ef53e8760a7e  ubuntu-14.04                         20150618    active  P      linux    lx-dataset    2015-06-18
aa11a466-15c4-11e5-add5-0700f90a1098  centos-6                             20150618    active  P      linux    lx-dataset    2015-06-18
1187b54a-15ca-11e5-a80c-275e2f64f91e  debian-7                             20150618    active  P      linux    lx-dataset    2015-06-18
7a56eecc-1b7b-11e5-adaa-cb8685bcb916  ubuntu-14.04                         20150625    active  P      linux    lx-dataset    2015-06-25
82d952c4-1b7b-11e5-a299-bb55cb08eab1  debian-7                             20150625    active  P      linux    lx-dataset    2015-06-25
36c1c12a-1b7e-11e5-8f38-eba28d6b3ec6  centos-6                             20150625    active  P      linux    lx-dataset    2015-06-25
0bd891a8-1e73-11e5-acf7-7704f7a4460f  ubuntu-14.04                         20150629    active  P      linux    lx-dataset    2015-06-29
a00cef0e-1e73-11e5-b628-0f24cabf6a85  debian-7                             20150629    active  P      linux    lx-dataset    2015-06-29
bcfdd92c-1f2f-11e5-8386-73310a2d6492  ghost                                15.1.2      active  P      smartos  zone-dataset  2015-06-30
84676612-1f36-11e5-b535-d31fd3a29f25  centos-6                             20150630    active  P      linux    zvol          2015-06-30
d8e65ea2-1f3e-11e5-8557-6b43e0a88b38  centos-7                             20150630    active  P      linux    zvol          2015-06-30
d8d81aee-20cf-11e5-8503-2bc101a1d577  debian-7                             20150702    active  P      linux    zvol          2015-07-02
2f56d126-20d0-11e5-9e5b-5f3ef6688aba  debian-8                             20150702    active  P      linux    zvol          2015-07-02
86285cde-2410-11e5-9736-db0dbdf6305f  nodejs                               15.1.2      active  P      smartos  zone-dataset  2015-07-06
47830136-24ac-11e5-a61c-4f7c17f605f4  nodejs                               14.4.1      active  P      smartos  zone-dataset  2015-07-07
506bd05d-5804-4088-9606-d26568ad0499  ubuntu-certified-12.04               20150709    active  P      linux    zvol          2015-07-09
a473e08c-2636-11e5-a428-57ace00c48ca  steelapp-developer                   15.1.1      active  P      smartos  zone-dataset  2015-07-09
143e254a-b185-4d0c-9785-d924f4dc0a0d  ubuntu-certified-14.04               20150708    active  P      linux    zvol          2015-07-09
5d025a4c-2a66-11e5-b951-77d9c51aaefb  mariadb                              15.1.1      active  P      smartos  zone-dataset  2015-07-14
e2228098-2b02-11e5-bf33-9744faa2643d  dtrace                               13.4.2      active  P      smartos  zone-dataset  2015-07-15
380539c4-3198-11e5-82c8-bf9eeee6a395  debian-7                             20150724    active  P      linux    lx-dataset    2015-07-24
ab3db4c0-31ac-11e5-8856-43e56a8e4285  centos-6                             20150724    active  P      linux    lx-dataset    2015-07-24
7459f182-31af-11e5-b23a-eb0fd8799c77  freebsd-10                           20150724    active  P      bsd      zvol          2015-07-24
ead4ff68-320a-11e5-bd54-3749d04712df  ubuntu-14.04                         20150724    active  P      linux    lx-dataset    2015-07-24
0764d78e-3472-11e5-8949-4f31abea4e05  minimal-32                           15.2.0      active  P      smartos  zone-dataset  2015-07-27
8ec06130-3472-11e5-bf91-ebc747dbae7e  minimal-64                           15.2.0      active  P      smartos  zone-dataset  2015-07-27
1e5d6e28-3473-11e5-9e94-1fd77993b49f  minimal-multiarch                    15.2.0      active  P      smartos  zone-dataset  2015-07-27
2bd52afe-3474-11e5-b07d-c7fb14b2c9e8  base-32                              15.2.0      active  P      smartos  zone-dataset  2015-07-27
5c7d0d24-3475-11e5-8e67-27953a8b237e  base-64                              15.2.0      active  P      smartos  zone-dataset  2015-07-27
9caff6c6-3476-11e5-9951-bf98c6cb8636  base-multiarch                       15.2.0      active  P      smartos  zone-dataset  2015-07-27
b33d4dec-db27-4337-93b5-1f5e7c5b47ce  ubuntu-certified-15.04               20150807    active  P      linux    zvol          2015-08-08
3011c3ce-3fc4-11e5-8e79-0f90655d04bf  centos-6                             20150811    active  P      linux    lx-dataset    2015-08-11
234c4a6e-402e-11e5-a311-8bc6aad0d65f  centos-6                             20150811    active  P      linux    zvol          2015-08-11
3b811030-4554-11e5-a198-0733b8a63f6c  freebsd-10                           20150818    active  P      bsd      zvol          2015-08-18
7c815c22-4606-11e5-8bb5-9f853c19be54  debian-7                             20150819    active  P      linux    lx-dataset    2015-08-19
b1e082f6-460d-11e5-991a-0bc7df451392  centos-6                             20150819    active  P      linux    lx-dataset    2015-08-19
c8d68a9e-4682-11e5-9450-4f4fadd0936d  ubuntu-14.04                         20150819    active  P      linux    lx-dataset    2015-08-19
5fb104e4-6af5-11e5-a952-ff6eb14ca518  debian-7                             20151005    active  P      linux    lx-dataset    2015-10-05
82cf0a0a-6afc-11e5-8f79-273b6aea6443  centos-6                             20151005    active  P      linux    lx-dataset    2015-10-05
52be84d0-6b06-11e5-a4c0-9f0c52fa368a  ubuntu-14.04                         20151005    active  P      linux    lx-dataset    2015-10-05
f48e3bf4-6d02-11e5-9a1f-53a8ab833767  alpine-3                             20151007    active  P      linux    lx-dataset    2015-10-07
7b0b4140-6e98-11e5-b1ae-ff68fe257228  minimal-32                           15.3.0      active  P      smartos  zone-dataset  2015-10-09
fec7e254-6e98-11e5-9284-3f9c607cb3e7  minimal-64                           15.3.0      active  P      smartos  zone-dataset  2015-10-09
885b69c8-6e99-11e5-9be4-836f345753ed  minimal-multiarch                    15.3.0      active  P      smartos  zone-dataset  2015-10-09
7bcfc9c8-6e9a-11e5-8d57-73e262d7338e  base-32                              15.3.0      active  P      smartos  zone-dataset  2015-10-09
842e6fa6-6e9b-11e5-8402-1b490459e334  base-64                              15.3.0      active  P      smartos  zone-dataset  2015-10-09
bd7adb36-72e3-11e5-aa9c-53328de43b18  fedora-22                            20151015    active  P      linux    zvol          2015-10-15
b53bead6-766d-11e5-8854-a729d3480de9  apache                               15.1.2      active  P      smartos  zone-dataset  2015-10-19
e1fd5576-2bb1-4906-936e-b91ff308d062  ubuntu-certified-15.10               20151021    active  P      linux    zvol          2015-10-22
d1c80032-83d2-11e5-b89f-c317cd0ed1fd  centos-7                             20151105    active  P      linux    lx-dataset    2015-11-05
ffe82a0a-83d2-11e5-b5ac-f3e14f42f12d  ubuntu-15.04                         20151105    active  P      linux    lx-dataset    2015-11-05
1adf7176-8679-11e5-9ff7-3beedf8060b9  debian-8                             20151109    active  P      linux    lx-dataset    2015-11-09
8a1dbc62-b885-11e5-b0de-1777d1a6eb10  centos-6                             20160111    active  P      linux    zvol          2016-01-11
6b097cd3-d89b-4bc1-9650-f0a596f8360e  ubuntu-certified-14.04               20160114.5  active  P      linux    zvol          2016-01-14
c13e9f38-3ada-4805-bfbd-7051102b9d48  ubuntu-certified-15.04               20160114.1  active  P      linux    zvol          2016-01-15
82abb055-9de6-4157-aa10-585acd47a7bd  ubuntu-certified-15.10               20160114    active  P      linux    zvol          2016-01-15
a340e5fc-d854-48e5-b249-ec7320133649  ubuntu-certified-12.04               20160114    active  P      linux    zvol          2016-01-15
e529894c-beb1-11e5-8bea-57f04eea1804  minimal-32-lts                       15.4.0      active  P      smartos  zone-dataset  2016-01-19
c540b62c-beb2-11e5-8512-8b1694a57f84  minimal-64-lts                       15.4.0      active  P      smartos  zone-dataset  2016-01-19
b89164de-beb3-11e5-b103-570b2c6d9fcd  minimal-multiarch-lts                15.4.0      active  P      smartos  zone-dataset  2016-01-19
543ef738-beb5-11e5-bf3d-675487324488  base-32-lts                          15.4.0      active  P      smartos  zone-dataset  2016-01-19
96bcddda-beb7-11e5-af20-a3fb54c8ae29  base-64-lts                          15.4.0      active  P      smartos  zone-dataset  2016-01-19
f58ce4f2-beb9-11e5-bb02-e30246d71d58  base-multiarch-lts                   15.4.0      active  P      smartos  zone-dataset  2016-01-19
29c78df0-bed1-11e5-995a-b398d555a1d4  pkgbuild                             15.4.0      active  P      smartos  zone-dataset  2016-01-19
96bb1fac-c87d-11e5-b5bf-ff4703459205  alpine-3                             20160201    active  P      linux    lx-dataset    2016-02-01
232ddfaa-c87f-11e5-9a3a-7bc6a36a1bfd  centos-6                             20160201    active  P      linux    lx-dataset    2016-02-01
631e52e8-c884-11e5-a72c-ff625ef3bd2a  ubuntu-15.04                         20160201    active  P      linux    lx-dataset    2016-02-01
5917ca96-c888-11e5-8da0-e785a1ad1185  ubuntu-14.04                         20160201    active  P      linux    lx-dataset    2016-02-01
aae64e42-c88d-11e5-a49d-87f422b1820b  centos-7                             20160201    active  P      linux    lx-dataset    2016-02-01
3a39b094-c9d7-11e5-a15c-2b8390cd38d5  steelapp-1000M                       15.4.0      active  P      smartos  zone-dataset  2016-02-02
9642c30c-c9d8-11e5-a4d1-8f4c257d908b  steelapp-1000H                       15.4.0      active  P      smartos  zone-dataset  2016-02-02
edd5dca2-c9d9-11e5-91bc-7baccbc779a3  steelapp-1000M-SAF                   15.4.0      active  P      smartos  zone-dataset  2016-02-02
4b00311a-c9db-11e5-9f81-2bdb7935d55e  steelapp-2000L                       15.4.0      active  P      smartos  zone-dataset  2016-02-02
a77e1d98-c9dc-11e5-8878-43166a2be273  steelapp-2000L-SAF                   15.4.0      active  P      smartos  zone-dataset  2016-02-02
218376dc-c9de-11e5-a7f5-97a9885b8cf8  steelapp-4000L                       15.4.0      active  P      smartos  zone-dataset  2016-02-02
7a9d4f12-c9df-11e5-860b-cfbf9b887dd4  steelapp-500L-10                     15.4.0      active  P      smartos  zone-dataset  2016-02-02
d4133006-c9e0-11e5-b1e9-bba6ca7a761e  steelapp-500M-200                    15.4.0      active  P      smartos  zone-dataset  2016-02-02
308fbd12-c9e2-11e5-93c8-4fada71ab183  steelapp-2000L-STX                   15.4.0      active  P      smartos  zone-dataset  2016-02-02
8c4ce26e-c9e3-11e5-a05e-bb69cb5abf24  steelapp-2000L-SAF-STX               15.4.0      active  P      smartos  zone-dataset  2016-02-02
e8f03808-c9e4-11e5-83b7-8f95ffe0d357  steelapp-2000M-STX                   15.4.0      active  P      smartos  zone-dataset  2016-02-02
4469bf32-c9e6-11e5-9e31-8bc513616e51  steelapp-2000M-SAF-STX               15.4.0      active  P      smartos  zone-dataset  2016-02-02
3fd8cee8-caba-11e5-a168-1fb72c8ed4df  steelapp-developer                   15.4.0      active  P      smartos  zone-dataset  2016-02-03
445d04f4-cad6-11e5-a1a0-9f6c0ce02707  debian-8                             20160204    active  P      linux    lx-dataset    2016-02-04
42d40e5a-cdf8-11e5-9ac0-a352027c9d02  debian-7                             20160208    active  P      linux    lx-dataset    2016-02-08
03a2f372-7d05-46d6-a5d2-b033a2d97bbc  ubuntu-certified-14.04               20160217.1  active  P      linux    zvol          2016-02-17
a536e19f-bdc2-49cd-bb32-5f771608df42  ubuntu-certified-12.04               20160217.2  active  P      linux    zvol          2016-02-17
e87fff72-2239-4b48-8025-198447452254  ubuntu-certified-15.10               20160217.2  active  P      linux    zvol          2016-02-18
0c0cb51c-d67b-11e5-9b01-67935ff49304  percona-5                            20160218    active  P      linux    lx-dataset    2016-02-18
f4e9c504-d67b-11e5-a930-a3680d78cdd6  postgresql-9                         20160218    active  P      linux    lx-dataset    2016-02-18
43207ba2-d69d-11e5-b059-077e627c5fcb  debian-7                             20160219    active  P      linux    lx-dataset    2016-02-19
c0b7ca82-d69f-11e5-a303-4f0b12cb14d6  debian-8                             20160219    active  P      linux    lx-dataset    2016-02-19
1abb405a-d6a4-11e5-9bb8-bbe3fd09fb3c  centos-6                             20160219    active  P      linux    lx-dataset    2016-02-19
5cdc6dde-d6ad-11e5-8b11-8337e6f86725  ubuntu-14.04                         20160219    active  P      linux    lx-dataset    2016-02-19
b3d02644-d6b2-11e5-bf13-8b034aec4749  centos-7                             20160219    active  P      linux    lx-dataset    2016-02-19
6c13829e-d71e-11e5-93e6-1387fb61060e  mongodb-3                            20160218    active  P      linux    lx-dataset    2016-02-19
fe650a4e-db0d-11e5-95b0-4bdefefeb5e3  nodejs-0.12                          20160224    active  P      linux    lx-dataset    2016-02-24
1e1c1b5c-db0e-11e5-b435-97da28f8c492  nodejs-4                             20160224    active  P      linux    lx-dataset    2016-02-24
eb9fc1ea-e19a-11e5-bb27-8b954d8c125c  minimal-32-lts                       15.4.1      active  P      smartos  zone-dataset  2016-03-03
e1faace4-e19b-11e5-928b-83849e2fd94a  minimal-64-lts                       15.4.1      active  P      smartos  zone-dataset  2016-03-03
ede31770-e19c-11e5-bb6e-3b7de3cca9ce  minimal-multiarch-lts                15.4.1      active  P      smartos  zone-dataset  2016-03-04
b11ce094-e19e-11e5-bd1f-2bf8af72a409  base-32-lts                          15.4.1      active  P      smartos  zone-dataset  2016-03-04
088b97b0-e1a1-11e5-b895-9baa2086eb33  base-64-lts                          15.4.1      active  P      smartos  zone-dataset  2016-03-04
6db48df2-e1a3-11e5-8ca6-8ff02d5c69dc  base-multiarch-lts                   15.4.1      active  P      smartos  zone-dataset  2016-03-04
c20b4b7c-e1a6-11e5-9a4d-ef590901732e  pkgbuild                             15.4.1      active  P      smartos  zone-dataset  2016-03-04
1a0b9621-0d77-437f-8ef1-f62535df96d6  ubuntu-certified-14.04               20160314    active  P      linux    zvol          2016-03-14
1d1070ac-7430-45f5-b017-d82fcf7144f1  ubuntu-certified-15.10               20160315    active  P      linux    zvol          2016-03-15
77cf380a-eb12-11e5-88f0-efce7bdfca91  centos-6                             20160316    active  P      linux    lx-dataset    2016-03-16
547ab560-ebac-11e5-b079-03394741b955  centos-7                             20160316    active  P      linux    lx-dataset    2016-03-16
